impl_id,function,seq,op,reg_name,reg_addr,value_expr,value_num,mask,wait_on,wait_bit,loop_count,source_form,source_file,source_line,#,confidence,basis
evt-v00x-iap,FLASH_ROM_WRITE,17,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,1063,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L1063)
evt-v00x-iap,FLASH_ROM_ERASE,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,879,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L879)
evt-v00x-iap,FLASH_ROM_ERASE,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,880,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L880)
evt-v00x-iap,FLASH_ROM_ERASE,2,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY1,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,883,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L883)
evt-v00x-iap,FLASH_ROM_ERASE,3,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY2,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,884,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L884)
evt-v00x-iap,FLASH_ROM_ERASE,4,set-bits,FLASH_CTLR,0x40022010,CR_FLOCK_Set,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,984,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L984)
evt-v00x-iap,FLASH_ROM_ERASE,5,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,985,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L985)
evt-v00x-iap,FLASH_BufReset,0,clear-bits,FLASH_CTLR,0x40022010,(CR_OPTER_Reset & CR_PAGE_ER_Reset),,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,659,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L659)
evt-v00x-iap,FLASH_BufReset,1,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,661,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L661)
evt-v00x-iap,FLASH_BufReset,2,set-bits,FLASH_CTLR,0x40022010,CR_BUF_RST,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,662,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L662)
evt-v00x-iap,FLASH_BufReset,3,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,663,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L663)
evt-v00x-iap,FLASH_BufReset,4,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,665,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L665)
evt-v00x-iap,FLASH_BufLoad,0,clear-bits,FLASH_CTLR,0x40022010,(CR_OPTER_Reset & CR_PAGE_ER_Reset),,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,682,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L682)
evt-v00x-iap,FLASH_BufLoad,1,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,684,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L684)
evt-v00x-iap,FLASH_BufLoad,2,write,FLASH_BUF,,*(__IO uint32_t *)(Address) = Data0;,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,685,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L685)
evt-v00x-iap,FLASH_BufLoad,3,set-bits,FLASH_CTLR,0x40022010,CR_BUF_LOAD,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,686,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L686)
evt-v00x-iap,FLASH_BufLoad,4,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,687,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L687)
evt-v00x-iap,FLASH_BufLoad,5,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,689,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L689)
evt-v00x-iap,FLASH_Unlock,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,105,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L105)
evt-v00x-iap,FLASH_Unlock,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,106,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L106)
evt-v00x-iap,FLASH_Lock,0,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c,118,#,single-source,evt:CH32V006/EVT/EXAM/SRC/Peripheral/src/ch32v00X_flash.c(L118)
evt-v103-iap,FLASH_Unlock_Fast,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,854,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L854)
evt-v103-iap,FLASH_Unlock_Fast,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,855,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L855)
evt-v103-iap,FLASH_Unlock_Fast,2,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,858,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L858)
evt-v103-iap,FLASH_Unlock_Fast,3,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,859,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L859)
evt-v103-iap,FLASH_Lock_Fast,0,set-bits,FLASH_CTLR,0x40022010,CR_FLOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,871,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L871)
evt-v103-iap,FLASH_ProgramPage_Fast,0,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,956,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L956)
evt-v103-iap,FLASH_ProgramPage_Fast,1,write,FLASH_ADDR,0x40022014,Page_Address,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,957,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L957)
evt-v103-iap,FLASH_ProgramPage_Fast,2,set-bits,FLASH_CTLR,0x40022010,CR_STRT_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,958,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L958)
evt-v103-iap,FLASH_ProgramPage_Fast,3,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,959,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L959)
evt-v103-iap,FLASH_ProgramPage_Fast,4,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,961,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L961)
evt-v103-iap,FLASH_ProgramPage_Fast,5,write,FLASH_BUF,,*(__IO uint32_t*)0x40022034 = *(__IO uint32_t*)((Page_Addres,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,962,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L962)
evt-v103-iap,FLASH_ErasePage_Fast,0,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_ER,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,933,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L933)
evt-v103-iap,FLASH_ErasePage_Fast,1,write,FLASH_ADDR,0x40022014,Page_Address,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,934,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L934)
evt-v103-iap,FLASH_ErasePage_Fast,2,set-bits,FLASH_CTLR,0x40022010,CR_STRT_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,935,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L935)
evt-v103-iap,FLASH_ErasePage_Fast,3,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,936,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L936)
evt-v103-iap,FLASH_ErasePage_Fast,4,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_ER,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,938,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L938)
evt-v103-iap,FLASH_ErasePage_Fast,5,write,FLASH_BUF,,*(__IO uint32_t*)0x40022034 = *(__IO uint32_t*)((Page_Addres,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,939,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L939)
evt-v103-iap,FLASH_ROM_WRITE,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1151,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1151)
evt-v103-iap,FLASH_ROM_WRITE,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1152,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1152)
evt-v103-iap,FLASH_ROM_WRITE,2,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1155,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1155)
evt-v103-iap,FLASH_ROM_WRITE,3,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1156,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1156)
evt-v103-iap,FLASH_ROM_WRITE,4,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1159,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1159)
evt-v103-iap,FLASH_ROM_WRITE,5,set-bits,FLASH_CTLR,0x40022010,CR_BUF_RST,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1160,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1160)
evt-v103-iap,FLASH_ROM_WRITE,6,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1161,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1161)
evt-v103-iap,FLASH_ROM_WRITE,7,loop-begin,,,size,,,,,size,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1164,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1164)
evt-v103-iap,FLASH_ROM_WRITE,8,write,FLASH_BUF,,*(__IO uint32_t *)(StartAddr) = *(uint32_t *)pbuf++;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1166,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1166)
evt-v103-iap,FLASH_ROM_WRITE,9,write,FLASH_BUF,,*(__IO uint32_t *)(StartAddr + 0x04) = *(uint32_t *)pbuf++;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1167,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1167)
evt-v103-iap,FLASH_ROM_WRITE,10,write,FLASH_BUF,,*(__IO uint32_t *)(StartAddr + 0x08) = *(uint32_t *)pbuf++;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1168,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1168)
evt-v103-iap,FLASH_ROM_WRITE,11,write,FLASH_BUF,,*(__IO uint32_t *)(StartAddr + 0x0C) = *(uint32_t *)pbuf++;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1169,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1169)
evt-v103-iap,FLASH_ROM_WRITE,12,set-bits,FLASH_CTLR,0x40022010,CR_BUF_LOAD,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1170,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1170)
evt-v103-iap,FLASH_ROM_WRITE,13,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1171,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1171)
evt-v103-iap,FLASH_ROM_WRITE,14,write,FLASH_BUF,,*(__IO uint32_t*)0x40022034 = *(__IO uint32_t*)((StartAddr &,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1173,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1173)
evt-v103-iap,FLASH_ROM_WRITE,15,write,FLASH_ADDR,0x40022014,adr,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1178,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1178)
evt-v103-iap,FLASH_ROM_WRITE,16,set-bits,FLASH_CTLR,0x40022010,CR_STRT_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1179,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1179)
evt-v103-iap,FLASH_ROM_WRITE,17,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1180,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1180)
evt-v103-iap,FLASH_ROM_WRITE,18,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1182,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1182)
evt-v103-iap,FLASH_ROM_WRITE,19,write,FLASH_BUF,,*(__IO uint32_t*)0x40022034 = *(__IO uint32_t*)((adr & 0xFFF,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1183,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1183)
evt-v103-iap,FLASH_ROM_WRITE,20,set-bits,FLASH_CTLR,0x40022010,CR_FLOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1187,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1187)
evt-v103-iap,FLASH_ROM_WRITE,21,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1188,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1188)
evt-v103-iap,FLASH_ROM_ERASE,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1043,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1043)
evt-v103-iap,FLASH_ROM_ERASE,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1044,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1044)
evt-v103-iap,FLASH_ROM_ERASE,2,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1047,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1047)
evt-v103-iap,FLASH_ROM_ERASE,3,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1048,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1048)
evt-v103-iap,FLASH_ROM_ERASE,4,set-bits,FLASH_CTLR,0x40022010,CR_FLOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1108,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1108)
evt-v103-iap,FLASH_ROM_ERASE,5,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,1109,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L1109)
evt-v103-iap,FLASH_BufReset,0,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,883,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L883)
evt-v103-iap,FLASH_BufReset,1,set-bits,FLASH_CTLR,0x40022010,CR_BUF_RST,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,884,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L884)
evt-v103-iap,FLASH_BufReset,2,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,885,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L885)
evt-v103-iap,FLASH_BufReset,3,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,887,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L887)
evt-v103-iap,FLASH_BufLoad,0,set-bits,FLASH_CTLR,0x40022010,CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,907,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L907)
evt-v103-iap,FLASH_BufLoad,1,write,FLASH_BUF,,*(__IO uint32_t *)(Address + 0x00) = Data0;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,908,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L908)
evt-v103-iap,FLASH_BufLoad,2,write,FLASH_BUF,,*(__IO uint32_t *)(Address + 0x04) = Data1;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,909,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L909)
evt-v103-iap,FLASH_BufLoad,3,write,FLASH_BUF,,*(__IO uint32_t *)(Address + 0x08) = Data2;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,910,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L910)
evt-v103-iap,FLASH_BufLoad,4,write,FLASH_BUF,,*(__IO uint32_t *)(Address + 0x0C) = Data3;,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,911,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L911)
evt-v103-iap,FLASH_BufLoad,5,set-bits,FLASH_CTLR,0x40022010,CR_BUF_LOAD,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,912,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L912)
evt-v103-iap,FLASH_BufLoad,6,wait,FLASH_STATR,0x4002200c,,,,FLASH_STATR,SR_BSY,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,913,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L913)
evt-v103-iap,FLASH_BufLoad,7,clear-bits,FLASH_CTLR,0x40022010,~CR_PAGE_PG,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,915,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L915)
evt-v103-iap,FLASH_BufLoad,8,write,FLASH_BUF,,*(__IO uint32_t*)0x40022034 = *(__IO uint32_t*)((Address & 0,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,916,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L916)
evt-v103-iap,FLASH_Unlock,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,141,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L141)
evt-v103-iap,FLASH_Unlock,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,142,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L142)
evt-v103-iap,FLASH_Lock,0,set-bits,FLASH_CTLR,0x40022010,CR_LOCK_Set,,,,,,c-sdk,CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c,168,#,single-source,evt:CH32V103/EVT/EXAM/SRC/Peripheral/src/ch32v10x_flash.c(L168)
evt-v205-iap,FLASH_Unlock_Fast,0,write,FLASH_KEYR,0x40022004,FLASH_KEY1,,,,,,c-sdk,CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c,639,#,single-source,evt:CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c(L639)
evt-v205-iap,FLASH_Unlock_Fast,1,write,FLASH_KEYR,0x40022004,FLASH_KEY2,,,,,,c-sdk,CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c,640,#,single-source,evt:CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c(L640)
evt-v205-iap,FLASH_Unlock_Fast,2,write,FLASH_MODEKEYR,0x40022024,FLASH_KEY1,,,,,,c-sdk,CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c,642,#,single-source,evt:CH32V205/EVT/EXAM/SRC/Peripheral/src/ch32v205_flash.c(L642)
